"행정구역","2023년06월_남_총인구수","2023년06월_남_연령구간인구수","2023년06월_남_0~9세","2023년06월_남_10~19세","2023년06월_남_20~29세","2023년06월_남_30~39세","2023년06월_남_40~49세","2023년06월_남_50~59세","2023년06월_남_60~69세","2023년06월_남_70~79세","2023년06월_남_80~89세","2023년06월_남_90~99세","2023년06월_남_100세 이상","2023년06월_여_총인구수","2023년06월_여_연령구간인구수","2023년06월_여_0~9세","2023년06월_여_10~19세","2023년06월_여_20~29세","2023년06월_여_30~39세","2023년06월_여_40~49세","2023년06월_여_50~59세","2023년06월_여_60~69세","2023년06월_여_70~79세","2023년06월_여_80~89세","2023년06월_여_90~99세","2023년06월_여_100세 이상"
"서울특별시 성북구 장위제3동(1129078000)","7,738","7,738","817","663","941","1,120","1,377","1,256","938","436","180","10","0","8,035","8,035","744","674","999","1,259","1,308","1,254","1,046","491","227","32","1"
"서울특별시 성북구 석관동(1129081000)","16,884","16,884","892","1,059","2,305","2,440","2,413","2,843","2,732","1,475","681","41","3","17,335","17,335","831","990","2,413","2,270","2,256","2,866","2,850","1,859","891","108","1"
"서울특별시 강북구 (1130500000)","141,302","141,302","6,293","10,008","18,808","18,673","21,052","25,014","22,543","12,656","5,819","419","17","150,082","150,082","5,936","9,711","20,219","16,845","19,829","25,507","25,288","16,887","8,693","1,132","35"
"서울특별시 강북구 삼양동(1130553400)","11,314","11,314","540","901","1,494","1,395","1,624","2,085","1,804","1,032","409","30","0","11,383","11,383","500","774","1,348","1,233","1,549","2,091","1,981","1,201","629","74","3"
"서울특별시 강북구 미아동(1130553500)","10,070","10,070","313","631","1,538","1,459","1,379","1,732","1,688","892","410","28","0","10,971","10,971","286","574","2,059","1,246","1,322","1,801","1,836","1,146","630","69","2"
"서울특별시 강북구 송중동(1130554500)","13,985","13,985","683","913","1,903","1,945","2,136","2,403","2,221","1,212","529","40","0","15,007","15,007","665","967","1,990","1,897","2,044","2,607","2,509","1,529","710","89","0"
"서울특별시 강북구 송천동(1130555500)","12,504","12,504","398","707","1,554","1,603","1,730","2,378","2,365","1,198","531","38","2","12,678","12,678","385","682","1,543","1,359","1,563","2,289","2,387","1,578","801","87","4"
"서울특별시 강북구 삼각산동(1130557500)","14,769","14,769","1,234","1,954","1,609","1,546","2,736","2,744","1,664","903","356","21","2","15,984","15,984","1,122","1,896","1,627","1,726","3,022","2,713","1,953","1,177","656","89","3"
"서울특별시 강북구 번1동(1130559500)","8,961","8,961","282","448","1,410","1,397","1,428","1,550","1,323","748","359","16","0","8,942","8,942","251","464","1,570","1,195","1,169","1,421","1,404","969","442","55","2"
"서울특별시 강북구 번2동(1130560300)","7,261","7,261","244","483","982","854","1,040","1,280","1,277","743","337","20","1","7,845","7,845","236","409","945","745","971","1,289","1,443","1,177","559","68","3"
"서울특별시 강북구 번3동(1130560800)","7,660","7,660","350","559","895","824","1,100","1,353","1,236","856","462","22","3","8,787","8,787","357","556","854","785","1,101","1,372","1,451","1,548","667","94","2"
"서울특별시 강북구 수유1동(1130561500)","9,827","9,827","387","626","1,346","1,464","1,433","1,647","1,605","897","373","48","1","10,246","10,246","376","624","1,528","1,222","1,213","1,679","1,797","1,131","592","81","3"
"서울특별시 강북구 수유2동(1130562500)","9,853","9,853","454","651","1,249","1,280","1,430","1,695","1,651","927","474","40","2","10,904","10,904","419","598","1,435","1,113","1,346","1,874","1,971","1,287","755","105","1"
"서울특별시 강북구 수유3동(1130563500)","11,283","11,283","335","502","1,952","1,791","1,598","1,969","1,734","936","435","31","0","11,673","11,673","304","542","2,255","1,535","1,334","1,919","1,903","1,185","630","62","4"
"서울특별시 강북구 우이동(1130564500)","9,616","9,616","447","647","1,115","1,294","1,393","1,712","1,559","920","489","38","2","10,415","10,415","436","630","1,242","1,148","1,287","1,822","1,865","1,178","695","109","3"
"서울특별시 강북구 인수동(1130566000)","14,199","14,199","626","986","1,761","1,821","2,025","2,466","2,416","1,392","655","47","4","15,247","15,247","599","995","1,823","1,641","1,908","2,630","2,788","1,781","927","150","5"
"서울특별시 도봉구 (1132000000)","150,001","150,001","7,684","11,845","19,134","19,555","21,722","25,919","24,823","13,112","5,705","486","16","158,985","158,985","7,150","11,067","19,093","18,481","21,622","28,373","27,851","15,422","8,537","1,340","49"
"서울특별시 도봉구 창제1동(1132051100)","11,542","11,542","613","979","1,490","1,650","1,777","1,977","1,700","897","420","37","2","12,659","12,659","596","956","1,529","1,572","1,854","2,228","2,017","1,149","649","105","4"
"서울특별시 도봉구 창제2동(1132051200)","13,807","13,807","717","1,071","1,910","1,946","2,135","2,342","2,064","1,098","502","22","0","14,606","14,606","705","996","1,937","1,904","2,035","2,611","2,327","1,323","658","107","3"
"서울특별시 도봉구 창제3동(1132051300)","6,648","6,648","294","510","802","823","1,004","1,231","1,099","612","256","16","1","6,711","6,711","255","439","747","697","960","1,202","1,220","749","400","38","4"
"서울특별시 도봉구 창제4동(1132051400)","12,405","12,405","720","1,240","1,605","1,572","1,899","2,193","1,927","841","361","46","1","13,498","13,498","698","1,180","1,648","1,592","2,089","2,527","2,081","963","590","130","0"
"서울특별시 도봉구 창제5동(1132051500)","11,476","11,476","656","898","1,576","1,701","1,555","1,925","1,843","890","385","44","3","12,532","12,532","578","857","1,657","1,739","1,655","2,277","2,073","1,008","590","96","2"
"서울특별시 도봉구 도봉제1동(1132052100)","10,130","10,130","313","550","1,163","1,149","1,408","1,762","1,946","1,255","536","45","3","10,117","10,117","330","498","1,054","980","1,148","1,762","2,047","1,456","743","93","6"
"서울특별시 도봉구 도봉제2동(1132052200)","12,712","12,712","732","740","1,413","1,680","1,785","2,037","2,305","1,400","570","49","1","13,285","13,285","673","700","1,346","1,634","1,625","2,185","2,591","1,573","822","130","6"
"서울특별시 도봉구 쌍문제1동(1132066000)","9,973","9,973","503","692","1,270","1,271","1,436","1,766","1,635","913","451","36","0","10,873","10,873","422","765","1,516","1,155","1,410","1,883","1,866","1,113","656","85","2"
"서울특별시 도봉구 쌍문제2동(1132067000)","8,644","8,644","422","633","1,100","1,259","1,271","1,461","1,443","720","303","32","0","9,488","9,488","408","552","1,102","1,123","1,246","1,699","1,741","954","557","103","3"
"서울특별시 도봉구 쌍문제3동(1132068000)","7,986","7,986","342","495","1,155","1,235","1,171","1,331","1,214","697","326","19","1","8,632","8,632","373","458","1,298","1,146","1,111","1,469","1,403","879","442","49","4"
"서울특별시 도봉구 쌍문제4동(1132068100)","8,598","8,598","545","938","1,115","1,027","1,263","1,441","1,404","610","225","30","0","9,621","9,621","463","871","1,116","1,135","1,420","1,793","1,651","661","440","69","2"
"서울특별시 도봉구 방학제1동(1132069000)","13,814","13,814","632","1,044","1,776","1,633","1,933","2,576","2,367","1,286","531","34","2","14,104","14,104","620","1,007","1,784","1,500","1,905","2,569","2,490","1,441","684","98","6"
"서울특별시 도봉구 방학제2동(1132070000)","9,530","9,530","366","665","1,220","1,113","1,280","1,836","1,693","892","428","35","2","9,301","9,301","331","610","1,023","883","1,158","1,762","1,811","1,037","598","87","1"
"서울특별시 도봉구 방학제3동(1132071000)","12,736","12,736","829","1,390","1,539","1,496","1,805","2,041","2,183","1,001","411","41","0","13,558","13,558","698","1,178","1,336","1,421","2,006","2,406","2,533","1,116","708","150","6"
"서울특별시 노원구 (1135000000)","240,221","240,221","13,984","24,918","34,080","30,666","36,556","41,458","33,764","17,118","6,966","696","15","259,883","259,883","13,201","23,266","33,071","30,495","40,077","44,453","38,986","21,901","12,284","2,081","68"
"서울특별시 노원구 월계1동(1135056000)","10,663","10,663","497","801","2,126","1,305","1,495","1,669","1,487","910","335","38","0","10,136","10,136","445","725","1,529","1,097","1,437","1,643","1,605","1,058","513","82","2"
"서울특별시 노원구 월계2동(1135057000)","12,405","12,405","732","978","1,495","1,418","1,957","2,134","2,033","1,189","426","40","3","13,429","13,429","677","940","1,381","1,463","1,873","2,220","2,490","1,454","776","151","4"
"서울특별시 노원구 월계3동(1135058000)","13,845","13,845","919","1,018","1,561","2,179","2,196","2,120","2,067","1,246","501","38","0","15,109","15,109","863","916","1,628","2,111","2,084","2,414","2,601","1,524","829","135","4"
"서울특별시 노원구 공릉1동(1135059500)","17,564","17,564","822","1,286","3,176","2,543","2,537","2,655","2,618","1,377","503","47","0","18,676","18,676","765","1,223","3,419","2,462","2,490","2,782","3,014","1,630","749","138","4"
"서울특별시 노원구 공릉2동(1135060000)","20,278","20,278","1,566","2,171","3,409","2,718","3,209","3,116","2,430","1,190","424","45","0","21,424","21,424","1,472","2,115","3,496","2,778","3,469","3,224","2,762","1,320","689","96","3"
"서울특별시 노원구 하계1동(1135061100)","12,745","12,745","497","1,711","2,467","1,354","1,519","2,335","1,786","716","318","42","0","13,871","13,871","440","1,443","2,145","1,311","1,923","2,479","2,083","1,190","739","115","3"
"서울특별시 노원구 하계2동(1135061200)","10,143","10,143","637","1,284","1,392","1,152","1,623","1,827","1,350","582","260","36","0","11,224","11,224","573","1,254","1,248","1,283","1,907","1,993","1,543","836","501","86","0"
"서울특별시 노원구 중계본동(1135061900)","11,218","11,218","601","2,169","1,478","831","1,867","2,288","1,313","444","213","14","0","11,881","11,881","562","2,051","1,456","848","2,471","2,291","1,186","564","390","61","1"
"서울특별시 노원구 중계1동(1135062100)","12,876","12,876","904","2,795","1,499","832","2,483","2,537","1,179","428","196","22","1","13,507","13,507","765","2,472","1,358","1,050","3,280","2,336","1,253","562","374","56","1"
"서울특별시 노원구 중계4동(1135062400)","9,263","9,263","462","1,063","1,211","910","1,417","1,788","1,303","740","338","30","1","10,086","10,086","455","934","1,137","876","1,573","1,819","1,463","1,150","569","108","2"
"서울특별시 노원구 중계2.3동(1135062500)","15,080","15,080","808","1,378","1,853","1,928","2,380","2,637","2,218","1,236","576","65","1","17,855","17,855","791","1,374","1,899","2,003","2,562","2,940","2,776","2,092","1,220","187","11"
"서울특별시 노원구 상계1동(1135063000)","17,947","17,947","957","1,552","2,322","2,287","2,496","3,165","3,029","1,502","578","57","2","19,326","19,326","976","1,447","2,298","2,231","2,697","3,541","3,390","1,677","912","148","9"
"서울특별시 노원구 상계2동(1135064000)","9,548","9,548","368","809","1,520","1,122","1,294","1,860","1,562","719","276","17","1","9,857","9,857","376","850","1,465","1,040","1,325","1,913","1,599","772","443","69","5"
"서울특별시 노원구 상계3.4동(1135066500)","12,466","12,466","576","981","1,514","1,405","1,758","2,238","2,197","1,207","552","37","1","12,533","12,533","568","804","1,307","1,173","1,691","2,244","2,308","1,464","876","92","6"
"서울특별시 노원구 상계5동(1135067000)","11,302","11,302","444","908","1,559","1,392","1,544","2,135","1,865","992","415","47","1","11,995","11,995","427","869","1,468","1,198","1,565","2,268","2,049","1,284","741","121","5"
"서울특별시 노원구 상계6.7동(1135069500)","14,669","14,669","1,027","1,415","1,951","2,263","2,297","2,480","1,886","926","381","43","0","17,115","17,115","955","1,348","2,172","2,400","2,684","3,056","2,410","1,205","706","175","4"
"서울특별시 노원구 상계8동(1135070000)","10,510","10,510","1,001","911","1,219","2,304","1,804","1,443","1,022","557","220","27","2","11,499","11,499","970","908","1,208","2,364","1,895","1,626","1,360","695","395","77","1"
"서울특별시 노원구 상계9동(1135071000)","9,283","9,283","563","912","1,251","1,319","1,396","1,609","1,302","641","256","34","0","10,524","10,524","523","862","1,206","1,332","1,645","1,897","1,634","826","489","109","1"
"서울특별시 노원구 상계10동(1135072000)","8,416","8,416","603","776","1,077","1,404","1,284","1,422","1,117","516","198","17","2","9,836","9,836","598","731","1,251","1,475","1,506","1,767","1,460","598","373","75","2"
"서울특별시 은평구 (1138000000)","220,342","220,342","12,635","18,276","28,990","31,905","34,833","36,853","31,458","17,013","7,777","586","16","242,956","242,956","11,986","17,440","33,028","33,401","35,619","39,666","36,612","22,082","11,532","1,547","43"
"서울특별시 은평구 녹번동(1138051000)","17,079","17,079","1,060","1,061","2,137","2,774","2,793","2,770","2,445","1,365","636","37","1","19,243","19,243","1,129","1,082","2,468","2,940","2,651","3,059","2,963","1,853","939","157","2"
"서울특별시 은평구 불광제1동(1138052000)","17,711","17,711","987","1,268","2,273","2,563","2,638","2,998","2,743","1,435","731","74","1","20,024","20,024","933","1,152","2,538","2,667","2,769","3,447","3,232","2,005","1,137","141","3"
"서울특별시 은평구 불광제2동(1138053000)","12,994","12,994","412","796","1,890","1,970","1,779","2,231","2,119","1,203","563","31","0","14,001","14,001","431","709","2,032","1,867","1,665","2,418","2,426","1,532","811","106","4"
